model_label,model_name,model_n_layers,model_d_model,model_n_heads,model_n_params,pair_id,variant,actual_person,subject,prefix_text,target_form,layer,correct_candidate_form,correct_candidate_type,correct_candidate_tokens,correct_candidate_token_ids,correct_score_sum,best_wrong_score_sum,person_margin_sum,correct_form_rank_sum,best_wrong_person_sum,best_wrong_form_sum,selected_person_sum,selected_form_sum,selected_is_correct_sum,correct_score_mean,best_wrong_score_mean,person_margin_mean,correct_form_rank_mean,best_wrong_person_mean,best_wrong_form_mean,selected_person_mean,selected_form_mean,selected_is_correct_mean,condition,condition_label,cue_type
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,3,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-497.6875,-494.2265625,-3.4609375,5,1s,dinleniyorum,1s,dinleniyorum,False,-248.84375,-165.26057942708334,-83.58317057291666,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,4,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-419.3046875,-415.984375,-3.3203125,5,1s,dinleniyorum,1s,dinleniyorum,False,-209.65234375,-139.16634114583334,-70.48600260416666,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,5,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-251.8828125,-249.234375,-2.6484375,5,1s,dinleniyorum,1s,dinleniyorum,False,-125.94140625,-83.88020833333333,-42.06119791666667,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,6,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-130.22265625,-129.70703125,-0.515625,3,3s,dinleniyor,3s,dinleniyor,False,-65.111328125,-44.489583333333336,-20.621744791666664,5,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,7,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-64.1875,-63.1484375,-1.0390625,4,3s,dinleniyor,3s,dinleniyor,False,-32.09375,-22.268229166666668,-9.825520833333332,6,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,8,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-104.625,-104.2890625,-0.3359375,2,3s,dinleniyor,3s,dinleniyor,False,-52.3125,-36.506510416666664,-15.805989583333336,4,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,9,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-11.98046875,-14.23046875,2.25,1,3s,dinleniyor,3p,dinleniyorlar,True,-5.990234375,-6.369791666666667,0.37955729166666696,1,2p,dinleniyorsunuz,3p,dinleniyorlar,True,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,10,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-11.7421875,-12.49609375,0.75390625,1,3s,dinleniyor,3p,dinleniyorlar,True,-5.87109375,-5.544270833333333,-0.32682291666666696,3,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3p,control_mixed_token_dinlenmek,3p,,Çok yoruldular. Bu yüzden ,dinleniyorlar,11,dinleniyorlar,C_multi_split,dinlen | iyorlar,10316 | 4880,-11.50390625,-11.6640625,0.16015625,1,3s,dinleniyor,3p,dinleniyorlar,True,-5.751953125,-5.46484375,-0.287109375,3,2s,dinleniyorsun,2s,dinleniyorsun,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,0,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-995.359375,-996.90625,1.546875,1,1s,dinleniyorum,3s,dinleniyor,True,-497.6796875,-478.7864583333333,-18.893229166666686,3,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,1,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-887.3515625,-886.25,-1.1015625,2,1s,dinleniyorum,1s,dinleniyorum,False,-443.67578125,-295.8555094401042,-147.82027180989581,4,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,2,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-620.078125,-619.0078125,-1.0703125,2,1s,dinleniyorum,1s,dinleniyorum,False,-310.0390625,-206.78987630208334,-103.24918619791666,4,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,3,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-488.69921875,-487.87109375,-0.828125,2,1s,dinleniyorum,1s,dinleniyorum,False,-244.349609375,-163.16389973958334,-81.18570963541666,4,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,4,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-397.14453125,-396.36328125,-0.78125,2,1s,dinleniyorum,1s,dinleniyorum,False,-198.572265625,-132.61279296875,-65.95947265625,4,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,5,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-242.1171875,-241.484375,-0.6328125,2,1s,dinleniyorum,1s,dinleniyorum,False,-121.05859375,-81.3193359375,-39.7392578125,4,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,6,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-168.86328125,-169.1484375,0.28515625,1,1s,dinleniyorum,3s,dinleniyor,True,-84.431640625,-57.3984375,-27.033203125,3,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,7,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-60.890625,-60.3125,-0.578125,2,1s,dinleniyorum,1s,dinleniyorum,False,-30.4453125,-21.290364583333332,-9.154947916666668,4,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,8,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-121.171875,-122.55078125,1.37890625,1,1s,dinleniyorum,3s,dinleniyor,True,-60.5859375,-42.09375,-18.4921875,3,2s,dinleniyorsun,2s,dinleniyorsun,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,9,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-24.7578125,-26.10546875,1.34765625,1,1s,dinleniyorum,3s,dinleniyor,True,-12.37890625,-9.85546875,-2.5234375,3,2p,dinleniyorsunuz,2p,dinleniyorsunuz,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,10,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-11.7890625,-13.38671875,1.59765625,1,1s,dinleniyorum,3s,dinleniyor,True,-5.89453125,-5.272135416666667,-0.622395833333333,3,2s,dinleniyorsun,2s,dinleniyorsun,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_3s,control_mixed_token_dinlenmek,3s,,Çok yoruldu. Bu yüzden ,dinleniyor,11,dinleniyor,C_multi_split,din | leniyor,1527 | 6567,-10.951171875,-12.3515625,1.400390625,1,1s,dinleniyorum,3s,dinleniyor,True,-5.4755859375,-5.051432291666667,-0.42415364583333304,3,2s,dinleniyorsun,2s,dinleniyorsun,False,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,0,yapıyoruz,A_merged,yapıyoruz,6983,-12.59375,-14.0703125,1.4765625,1,3s,yapıyor,1p,yapıyoruz,True,-12.59375,-14.0703125,1.4765625,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,1,yapıyoruz,A_merged,yapıyoruz,6983,-9.46875,-9.0625,-0.40625,2,3s,yapıyor,3s,yapıyor,False,-9.46875,-9.0625,-0.40625,2,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,2,yapıyoruz,A_merged,yapıyoruz,6983,-7.70703125,-7.73828125,0.03125,1,3s,yapıyor,1p,yapıyoruz,True,-7.70703125,-7.73828125,0.03125,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,3,yapıyoruz,A_merged,yapıyoruz,6983,-8.0703125,-7.98046875,-0.08984375,2,3s,yapıyor,3s,yapıyor,False,-8.0703125,-7.98046875,-0.08984375,2,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,4,yapıyoruz,A_merged,yapıyoruz,6983,-6.875,-7.87109375,0.99609375,1,3s,yapıyor,1p,yapıyoruz,True,-6.875,-7.87109375,0.99609375,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,5,yapıyoruz,A_merged,yapıyoruz,6983,-6.51953125,-7.7265625,1.20703125,1,3s,yapıyor,1p,yapıyoruz,True,-6.51953125,-7.7265625,1.20703125,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,6,yapıyoruz,A_merged,yapıyoruz,6983,-5.85546875,-7.08203125,1.2265625,1,3s,yapıyor,1p,yapıyoruz,True,-5.85546875,-7.08203125,1.2265625,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,7,yapıyoruz,A_merged,yapıyoruz,6983,-5.46875,-6.7734375,1.3046875,1,3s,yapıyor,1p,yapıyoruz,True,-5.46875,-6.7734375,1.3046875,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,8,yapıyoruz,A_merged,yapıyoruz,6983,-5.10546875,-6.8984375,1.79296875,1,3s,yapıyor,1p,yapıyoruz,True,-5.10546875,-6.8984375,1.79296875,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,9,yapıyoruz,A_merged,yapıyoruz,6983,-4.9375,-7.0703125,2.1328125,1,3s,yapıyor,1p,yapıyoruz,True,-4.9375,-7.0703125,2.1328125,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,10,yapıyoruz,A_merged,yapıyoruz,6983,-5.46484375,-7.6015625,2.13671875,1,3s,yapıyor,1p,yapıyoruz,True,-5.46484375,-7.6015625,2.13671875,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,1p,,Çok acıktık. Bu yüzden kahvaltı ,yapıyoruz,11,yapıyoruz,A_merged,yapıyoruz,6983,-5.859375,-7.65625,1.796875,1,3s,yapıyor,1p,yapıyoruz,True,-5.859375,-7.65625,1.796875,1,3s,yapıyor,1p,yapıyoruz,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,0,yapıyorum,A_merged,yapıyorum,12367,-15.6171875,-12.5,-3.1171875,3,1p,yapıyoruz,1p,yapıyoruz,False,-15.6171875,-12.5,-3.1171875,3,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,1,yapıyorum,A_merged,yapıyorum,12367,-10.859375,-9.140625,-1.71875,3,3s,yapıyor,3s,yapıyor,False,-10.859375,-9.140625,-1.71875,3,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,2,yapıyorum,A_merged,yapıyorum,12367,-9.40625,-7.70703125,-1.69921875,3,3s,yapıyor,3s,yapıyor,False,-9.40625,-7.70703125,-1.69921875,3,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,3,yapıyorum,A_merged,yapıyorum,12367,-9.8671875,-7.92578125,-1.94140625,3,3s,yapıyor,3s,yapıyor,False,-9.8671875,-7.92578125,-1.94140625,3,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,4,yapıyorum,A_merged,yapıyorum,12367,-8.375,-7.046875,-1.328125,3,1p,yapıyoruz,1p,yapıyoruz,False,-8.375,-7.046875,-1.328125,3,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,5,yapıyorum,A_merged,yapıyorum,12367,-8.4296875,-6.73046875,-1.69921875,3,1p,yapıyoruz,1p,yapıyoruz,False,-8.4296875,-6.73046875,-1.69921875,3,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,6,yapıyorum,A_merged,yapıyorum,12367,-7.51953125,-6.3359375,-1.18359375,3,1p,yapıyoruz,1p,yapıyoruz,False,-7.51953125,-6.3359375,-1.18359375,3,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,7,yapıyorum,A_merged,yapıyorum,12367,-6.6484375,-6.140625,-0.5078125,3,1p,yapıyoruz,1p,yapıyoruz,False,-6.6484375,-6.140625,-0.5078125,3,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,8,yapıyorum,A_merged,yapıyorum,12367,-5.89453125,-5.9140625,0.01953125,1,1p,yapıyoruz,1s,yapıyorum,True,-5.89453125,-5.9140625,0.01953125,1,1p,yapıyoruz,1s,yapıyorum,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,9,yapıyorum,A_merged,yapıyorum,12367,-5.4375,-6.171875,0.734375,1,1p,yapıyoruz,1s,yapıyorum,True,-5.4375,-6.171875,0.734375,1,1p,yapıyoruz,1s,yapıyorum,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,10,yapıyorum,A_merged,yapıyorum,12367,-5.67578125,-7.18359375,1.5078125,1,3s,yapıyor,1s,yapıyorum,True,-5.67578125,-7.18359375,1.5078125,1,3s,yapıyor,1s,yapıyorum,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,1s,,Çok acıktım. Bu yüzden kahvaltı ,yapıyorum,11,yapıyorum,A_merged,yapıyorum,12367,-5.765625,-7.4609375,1.6953125,1,3s,yapıyor,1s,yapıyorum,True,-5.765625,-7.4609375,1.6953125,1,3s,yapıyor,1s,yapıyorum,True,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,2p,,Çok acıktınız. Bu yüzden kahvaltı ,yapıyorsunuz,0,yapıyorsunuz,A_merged,yapıyorsunuz,20675,-19.28125,-12.5625,-6.71875,5,1p,yapıyoruz,1p,yapıyoruz,False,-19.28125,-12.5625,-6.71875,5,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,2p,,Çok acıktınız. Bu yüzden kahvaltı ,yapıyorsunuz,1,yapıyorsunuz,A_merged,yapıyorsunuz,20675,-15.4609375,-9.09375,-6.3671875,5,3s,yapıyor,3s,yapıyor,False,-15.4609375,-9.09375,-6.3671875,5,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,2p,,Çok acıktınız. Bu yüzden kahvaltı ,yapıyorsunuz,2,yapıyorsunuz,A_merged,yapıyorsunuz,20675,-14.0078125,-7.63671875,-6.37109375,5,3s,yapıyor,3s,yapıyor,False,-14.0078125,-7.63671875,-6.37109375,5,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,2p,,Çok acıktınız. Bu yüzden kahvaltı ,yapıyorsunuz,3,yapıyorsunuz,A_merged,yapıyorsunuz,20675,-14.359375,-7.8984375,-6.4609375,5,3s,yapıyor,3s,yapıyor,False,-14.359375,-7.8984375,-6.4609375,5,3s,yapıyor,3s,yapıyor,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,2p,,Çok acıktınız. Bu yüzden kahvaltı ,yapıyorsunuz,4,yapıyorsunuz,A_merged,yapıyorsunuz,20675,-13.2265625,-7.0703125,-6.15625,5,1p,yapıyoruz,1p,yapıyoruz,False,-13.2265625,-7.0703125,-6.15625,5,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,2p,,Çok acıktınız. Bu yüzden kahvaltı ,yapıyorsunuz,5,yapıyorsunuz,A_merged,yapıyorsunuz,20675,-12.4609375,-6.71484375,-5.74609375,5,1p,yapıyoruz,1p,yapıyoruz,False,-12.4609375,-6.71484375,-5.74609375,5,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,2p,,Çok acıktınız. Bu yüzden kahvaltı ,yapıyorsunuz,6,yapıyorsunuz,A_merged,yapıyorsunuz,20675,-11.2578125,-6.484375,-4.7734375,5,1p,yapıyoruz,1p,yapıyoruz,False,-11.2578125,-6.484375,-4.7734375,5,1p,yapıyoruz,1p,yapıyoruz,False,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
