pair_id,condition,condition_label,cue_type,variant,actual_person,candidate_person,is_correct,subject,prefix_text,full_text,target_form,candidate_form,candidate_text,candidate_type,candidate_n_tokens,candidate_tokens,candidate_token_ids,verb_start,verb_end,candidate_token_positions,candidate_read_positions,sentence_tokens,sentence_token_ids,notes
phase1_prior_predicate_person_2p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,2p,2s,False,,Az önce geldiniz. Biraz ,Az önce geldiniz. Biraz dinleniyorsunuz.,dinleniyorsunuz,dinleniyorsun,Az önce geldiniz. Biraz dinleniyorsun,B_suffix_split,3,din | leniyor | sun,1527 | 6567 | 833,5,7,5 | 6 | 7,4 | 5 | 6,Az |  önce |  geldiniz | . |  Biraz |  din | leniyor | sun,11374 | 961 | 17334 | 14 | 10447 | 1527 | 6567 | 833,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_2p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,2p,3s,False,,Az önce geldiniz. Biraz ,Az önce geldiniz. Biraz dinleniyorsunuz.,dinleniyorsunuz,dinleniyor,Az önce geldiniz. Biraz dinleniyor,C_multi_split,2,din | leniyor,1527 | 6567,5,6,5 | 6,4 | 5,Az |  önce |  geldiniz | . |  Biraz |  din | leniyor,11374 | 961 | 17334 | 14 | 10447 | 1527 | 6567,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_2p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,2p,1p,False,,Az önce geldiniz. Biraz ,Az önce geldiniz. Biraz dinleniyorsunuz.,dinleniyorsunuz,dinleniyoruz,Az önce geldiniz. Biraz dinleniyoruz,C_multi_split,2,dinlen | iyoruz,10316 | 1158,5,6,5 | 6,4 | 5,Az |  önce |  geldiniz | . |  Biraz |  dinlen | iyoruz,11374 | 961 | 17334 | 14 | 10447 | 10316 | 1158,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_2p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,2p,2p,True,,Az önce geldiniz. Biraz ,Az önce geldiniz. Biraz dinleniyorsunuz.,dinleniyorsunuz,dinleniyorsunuz,Az önce geldiniz. Biraz dinleniyorsunuz,B_suffix_split,3,din | leniyor | sunuz,1527 | 6567 | 1711,5,7,5 | 6 | 7,4 | 5 | 6,Az |  önce |  geldiniz | . |  Biraz |  din | leniyor | sunuz,11374 | 961 | 17334 | 14 | 10447 | 1527 | 6567 | 1711,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_2p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,2p,3p,False,,Az önce geldiniz. Biraz ,Az önce geldiniz. Biraz dinleniyorsunuz.,dinleniyorsunuz,dinleniyorlar,Az önce geldiniz. Biraz dinleniyorlar,C_multi_split,2,dinlen | iyorlar,10316 | 4880,5,6,5 | 6,4 | 5,Az |  önce |  geldiniz | . |  Biraz |  dinlen | iyorlar,11374 | 961 | 17334 | 14 | 10447 | 10316 | 4880,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_3p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,3p,1s,False,,Az önce geldiler. Biraz ,Az önce geldiler. Biraz dinleniyorlar.,dinleniyorlar,dinleniyorum,Az önce geldiler. Biraz dinleniyorum,C_multi_split,2,dinlen | iyorum,10316 | 1066,5,6,5 | 6,4 | 5,Az |  önce |  geldiler | . |  Biraz |  dinlen | iyorum,11374 | 961 | 18286 | 14 | 10447 | 10316 | 1066,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_3p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,3p,2s,False,,Az önce geldiler. Biraz ,Az önce geldiler. Biraz dinleniyorlar.,dinleniyorlar,dinleniyorsun,Az önce geldiler. Biraz dinleniyorsun,B_suffix_split,3,din | leniyor | sun,1527 | 6567 | 833,5,7,5 | 6 | 7,4 | 5 | 6,Az |  önce |  geldiler | . |  Biraz |  din | leniyor | sun,11374 | 961 | 18286 | 14 | 10447 | 1527 | 6567 | 833,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_3p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,3p,3s,False,,Az önce geldiler. Biraz ,Az önce geldiler. Biraz dinleniyorlar.,dinleniyorlar,dinleniyor,Az önce geldiler. Biraz dinleniyor,C_multi_split,2,din | leniyor,1527 | 6567,5,6,5 | 6,4 | 5,Az |  önce |  geldiler | . |  Biraz |  din | leniyor,11374 | 961 | 18286 | 14 | 10447 | 1527 | 6567,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_3p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,3p,1p,False,,Az önce geldiler. Biraz ,Az önce geldiler. Biraz dinleniyorlar.,dinleniyorlar,dinleniyoruz,Az önce geldiler. Biraz dinleniyoruz,C_multi_split,2,dinlen | iyoruz,10316 | 1158,5,6,5 | 6,4 | 5,Az |  önce |  geldiler | . |  Biraz |  dinlen | iyoruz,11374 | 961 | 18286 | 14 | 10447 | 10316 | 1158,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_3p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,3p,2p,False,,Az önce geldiler. Biraz ,Az önce geldiler. Biraz dinleniyorlar.,dinleniyorlar,dinleniyorsunuz,Az önce geldiler. Biraz dinleniyorsunuz,B_suffix_split,3,din | leniyor | sunuz,1527 | 6567 | 1711,5,7,5 | 6 | 7,4 | 5 | 6,Az |  önce |  geldiler | . |  Biraz |  din | leniyor | sunuz,11374 | 961 | 18286 | 14 | 10447 | 1527 | 6567 | 1711,Previous sentence has a finite predicate with matching person.
phase1_prior_predicate_person_3p,prior_predicate_person,Prior predicate person,finite_predicate,prior_predicate_person,3p,3p,True,,Az önce geldiler. Biraz ,Az önce geldiler. Biraz dinleniyorlar.,dinleniyorlar,dinleniyorlar,Az önce geldiler. Biraz dinleniyorlar,C_multi_split,2,dinlen | iyorlar,10316 | 4880,5,6,5 | 6,4 | 5,Az |  önce |  geldiler | . |  Biraz |  dinlen | iyorlar,11374 | 961 | 18286 | 14 | 10447 | 10316 | 4880,Previous sentence has a finite predicate with matching person.
phase1_possessive_person_1s,possessive_person,Possessive person,possessive_suffix,possessive_person,1s,1s,True,,Çantam hazır. Yola ,Çantam hazır. Yola çıkıyorum.,çıkıyorum,çıkıyorum,Çantam hazır. Yola çıkıyorum,C_multi_split,2,çık | ıyorum,573 | 1605,7,8,7 | 8,6 | 7,Ç | ant | am |  hazır | . |  Yol | a |  çık | ıyorum,875 | 1347 | 289 | 1114 | 14 | 4161 | 65 | 573 | 1605,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1s,possessive_person,Possessive person,possessive_suffix,possessive_person,1s,2s,False,,Çantam hazır. Yola ,Çantam hazır. Yola çıkıyorum.,çıkıyorum,çıkıyorsun,Çantam hazır. Yola çıkıyorsun,B_suffix_split,2,çıkıyor | sun,4654 | 833,7,8,7 | 8,6 | 7,Ç | ant | am |  hazır | . |  Yol | a |  çıkıyor | sun,875 | 1347 | 289 | 1114 | 14 | 4161 | 65 | 4654 | 833,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1s,possessive_person,Possessive person,possessive_suffix,possessive_person,1s,3s,False,,Çantam hazır. Yola ,Çantam hazır. Yola çıkıyorum.,çıkıyorum,çıkıyor,Çantam hazır. Yola çıkıyor,A_merged,1,çıkıyor,4654,7,7,7,6,Ç | ant | am |  hazır | . |  Yol | a |  çıkıyor,875 | 1347 | 289 | 1114 | 14 | 4161 | 65 | 4654,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1s,possessive_person,Possessive person,possessive_suffix,possessive_person,1s,1p,False,,Çantam hazır. Yola ,Çantam hazır. Yola çıkıyorum.,çıkıyorum,çıkıyoruz,Çantam hazır. Yola çıkıyoruz,A_merged,1,çıkıyoruz,31917,7,7,7,6,Ç | ant | am |  hazır | . |  Yol | a |  çıkıyoruz,875 | 1347 | 289 | 1114 | 14 | 4161 | 65 | 31917,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1s,possessive_person,Possessive person,possessive_suffix,possessive_person,1s,2p,False,,Çantam hazır. Yola ,Çantam hazır. Yola çıkıyorum.,çıkıyorum,çıkıyorsunuz,Çantam hazır. Yola çıkıyorsunuz,B_suffix_split,2,çıkıyor | sunuz,4654 | 1711,7,8,7 | 8,6 | 7,Ç | ant | am |  hazır | . |  Yol | a |  çıkıyor | sunuz,875 | 1347 | 289 | 1114 | 14 | 4161 | 65 | 4654 | 1711,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1s,possessive_person,Possessive person,possessive_suffix,possessive_person,1s,3p,False,,Çantam hazır. Yola ,Çantam hazır. Yola çıkıyorum.,çıkıyorum,çıkıyorlar,Çantam hazır. Yola çıkıyorlar,C_multi_split,2,çık | ıyorlar,573 | 2876,7,8,7 | 8,6 | 7,Ç | ant | am |  hazır | . |  Yol | a |  çık | ıyorlar,875 | 1347 | 289 | 1114 | 14 | 4161 | 65 | 573 | 2876,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2s,possessive_person,Possessive person,possessive_suffix,possessive_person,2s,1s,False,,Çantan hazır. Yola ,Çantan hazır. Yola çıkıyorsun.,çıkıyorsun,çıkıyorum,Çantan hazır. Yola çıkıyorum,C_multi_split,2,çık | ıyorum,573 | 1605,6,7,6 | 7,5 | 6,Çan | tan |  hazır | . |  Yol | a |  çık | ıyorum,14958 | 526 | 1114 | 14 | 4161 | 65 | 573 | 1605,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2s,possessive_person,Possessive person,possessive_suffix,possessive_person,2s,2s,True,,Çantan hazır. Yola ,Çantan hazır. Yola çıkıyorsun.,çıkıyorsun,çıkıyorsun,Çantan hazır. Yola çıkıyorsun,B_suffix_split,2,çıkıyor | sun,4654 | 833,6,7,6 | 7,5 | 6,Çan | tan |  hazır | . |  Yol | a |  çıkıyor | sun,14958 | 526 | 1114 | 14 | 4161 | 65 | 4654 | 833,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2s,possessive_person,Possessive person,possessive_suffix,possessive_person,2s,3s,False,,Çantan hazır. Yola ,Çantan hazır. Yola çıkıyorsun.,çıkıyorsun,çıkıyor,Çantan hazır. Yola çıkıyor,A_merged,1,çıkıyor,4654,6,6,6,5,Çan | tan |  hazır | . |  Yol | a |  çıkıyor,14958 | 526 | 1114 | 14 | 4161 | 65 | 4654,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2s,possessive_person,Possessive person,possessive_suffix,possessive_person,2s,1p,False,,Çantan hazır. Yola ,Çantan hazır. Yola çıkıyorsun.,çıkıyorsun,çıkıyoruz,Çantan hazır. Yola çıkıyoruz,A_merged,1,çıkıyoruz,31917,6,6,6,5,Çan | tan |  hazır | . |  Yol | a |  çıkıyoruz,14958 | 526 | 1114 | 14 | 4161 | 65 | 31917,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2s,possessive_person,Possessive person,possessive_suffix,possessive_person,2s,2p,False,,Çantan hazır. Yola ,Çantan hazır. Yola çıkıyorsun.,çıkıyorsun,çıkıyorsunuz,Çantan hazır. Yola çıkıyorsunuz,B_suffix_split,2,çıkıyor | sunuz,4654 | 1711,6,7,6 | 7,5 | 6,Çan | tan |  hazır | . |  Yol | a |  çıkıyor | sunuz,14958 | 526 | 1114 | 14 | 4161 | 65 | 4654 | 1711,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2s,possessive_person,Possessive person,possessive_suffix,possessive_person,2s,3p,False,,Çantan hazır. Yola ,Çantan hazır. Yola çıkıyorsun.,çıkıyorsun,çıkıyorlar,Çantan hazır. Yola çıkıyorlar,C_multi_split,2,çık | ıyorlar,573 | 2876,6,7,6 | 7,5 | 6,Çan | tan |  hazır | . |  Yol | a |  çık | ıyorlar,14958 | 526 | 1114 | 14 | 4161 | 65 | 573 | 2876,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3s,possessive_person,Possessive person,possessive_suffix,possessive_person,3s,1s,False,,Çantası hazır. Yola ,Çantası hazır. Yola çıkıyor.,çıkıyor,çıkıyorum,Çantası hazır. Yola çıkıyorum,C_multi_split,2,çık | ıyorum,573 | 1605,7,8,7 | 8,6 | 7,Ç | ant | ası |  hazır | . |  Yol | a |  çık | ıyorum,875 | 1347 | 380 | 1114 | 14 | 4161 | 65 | 573 | 1605,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3s,possessive_person,Possessive person,possessive_suffix,possessive_person,3s,2s,False,,Çantası hazır. Yola ,Çantası hazır. Yola çıkıyor.,çıkıyor,çıkıyorsun,Çantası hazır. Yola çıkıyorsun,B_suffix_split,2,çıkıyor | sun,4654 | 833,7,8,7 | 8,6 | 7,Ç | ant | ası |  hazır | . |  Yol | a |  çıkıyor | sun,875 | 1347 | 380 | 1114 | 14 | 4161 | 65 | 4654 | 833,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3s,possessive_person,Possessive person,possessive_suffix,possessive_person,3s,3s,True,,Çantası hazır. Yola ,Çantası hazır. Yola çıkıyor.,çıkıyor,çıkıyor,Çantası hazır. Yola çıkıyor,A_merged,1,çıkıyor,4654,7,7,7,6,Ç | ant | ası |  hazır | . |  Yol | a |  çıkıyor,875 | 1347 | 380 | 1114 | 14 | 4161 | 65 | 4654,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3s,possessive_person,Possessive person,possessive_suffix,possessive_person,3s,1p,False,,Çantası hazır. Yola ,Çantası hazır. Yola çıkıyor.,çıkıyor,çıkıyoruz,Çantası hazır. Yola çıkıyoruz,A_merged,1,çıkıyoruz,31917,7,7,7,6,Ç | ant | ası |  hazır | . |  Yol | a |  çıkıyoruz,875 | 1347 | 380 | 1114 | 14 | 4161 | 65 | 31917,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3s,possessive_person,Possessive person,possessive_suffix,possessive_person,3s,2p,False,,Çantası hazır. Yola ,Çantası hazır. Yola çıkıyor.,çıkıyor,çıkıyorsunuz,Çantası hazır. Yola çıkıyorsunuz,B_suffix_split,2,çıkıyor | sunuz,4654 | 1711,7,8,7 | 8,6 | 7,Ç | ant | ası |  hazır | . |  Yol | a |  çıkıyor | sunuz,875 | 1347 | 380 | 1114 | 14 | 4161 | 65 | 4654 | 1711,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3s,possessive_person,Possessive person,possessive_suffix,possessive_person,3s,3p,False,,Çantası hazır. Yola ,Çantası hazır. Yola çıkıyor.,çıkıyor,çıkıyorlar,Çantası hazır. Yola çıkıyorlar,C_multi_split,2,çık | ıyorlar,573 | 2876,7,8,7 | 8,6 | 7,Ç | ant | ası |  hazır | . |  Yol | a |  çık | ıyorlar,875 | 1347 | 380 | 1114 | 14 | 4161 | 65 | 573 | 2876,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1p,possessive_person,Possessive person,possessive_suffix,possessive_person,1p,1s,False,,Çantamız hazır. Yola ,Çantamız hazır. Yola çıkıyoruz.,çıkıyoruz,çıkıyorum,Çantamız hazır. Yola çıkıyorum,C_multi_split,2,çık | ıyorum,573 | 1605,7,8,7 | 8,6 | 7,Ç | ant | amız |  hazır | . |  Yol | a |  çık | ıyorum,875 | 1347 | 2248 | 1114 | 14 | 4161 | 65 | 573 | 1605,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1p,possessive_person,Possessive person,possessive_suffix,possessive_person,1p,2s,False,,Çantamız hazır. Yola ,Çantamız hazır. Yola çıkıyoruz.,çıkıyoruz,çıkıyorsun,Çantamız hazır. Yola çıkıyorsun,B_suffix_split,2,çıkıyor | sun,4654 | 833,7,8,7 | 8,6 | 7,Ç | ant | amız |  hazır | . |  Yol | a |  çıkıyor | sun,875 | 1347 | 2248 | 1114 | 14 | 4161 | 65 | 4654 | 833,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1p,possessive_person,Possessive person,possessive_suffix,possessive_person,1p,3s,False,,Çantamız hazır. Yola ,Çantamız hazır. Yola çıkıyoruz.,çıkıyoruz,çıkıyor,Çantamız hazır. Yola çıkıyor,A_merged,1,çıkıyor,4654,7,7,7,6,Ç | ant | amız |  hazır | . |  Yol | a |  çıkıyor,875 | 1347 | 2248 | 1114 | 14 | 4161 | 65 | 4654,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1p,possessive_person,Possessive person,possessive_suffix,possessive_person,1p,1p,True,,Çantamız hazır. Yola ,Çantamız hazır. Yola çıkıyoruz.,çıkıyoruz,çıkıyoruz,Çantamız hazır. Yola çıkıyoruz,A_merged,1,çıkıyoruz,31917,7,7,7,6,Ç | ant | amız |  hazır | . |  Yol | a |  çıkıyoruz,875 | 1347 | 2248 | 1114 | 14 | 4161 | 65 | 31917,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1p,possessive_person,Possessive person,possessive_suffix,possessive_person,1p,2p,False,,Çantamız hazır. Yola ,Çantamız hazır. Yola çıkıyoruz.,çıkıyoruz,çıkıyorsunuz,Çantamız hazır. Yola çıkıyorsunuz,B_suffix_split,2,çıkıyor | sunuz,4654 | 1711,7,8,7 | 8,6 | 7,Ç | ant | amız |  hazır | . |  Yol | a |  çıkıyor | sunuz,875 | 1347 | 2248 | 1114 | 14 | 4161 | 65 | 4654 | 1711,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_1p,possessive_person,Possessive person,possessive_suffix,possessive_person,1p,3p,False,,Çantamız hazır. Yola ,Çantamız hazır. Yola çıkıyoruz.,çıkıyoruz,çıkıyorlar,Çantamız hazır. Yola çıkıyorlar,C_multi_split,2,çık | ıyorlar,573 | 2876,7,8,7 | 8,6 | 7,Ç | ant | amız |  hazır | . |  Yol | a |  çık | ıyorlar,875 | 1347 | 2248 | 1114 | 14 | 4161 | 65 | 573 | 2876,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2p,possessive_person,Possessive person,possessive_suffix,possessive_person,2p,1s,False,,Çantanız hazır. Yola ,Çantanız hazır. Yola çıkıyorsunuz.,çıkıyorsunuz,çıkıyorum,Çantanız hazır. Yola çıkıyorum,C_multi_split,2,çık | ıyorum,573 | 1605,6,7,6 | 7,5 | 6,Çan | tanız |  hazır | . |  Yol | a |  çık | ıyorum,14958 | 47136 | 1114 | 14 | 4161 | 65 | 573 | 1605,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2p,possessive_person,Possessive person,possessive_suffix,possessive_person,2p,2s,False,,Çantanız hazır. Yola ,Çantanız hazır. Yola çıkıyorsunuz.,çıkıyorsunuz,çıkıyorsun,Çantanız hazır. Yola çıkıyorsun,B_suffix_split,2,çıkıyor | sun,4654 | 833,6,7,6 | 7,5 | 6,Çan | tanız |  hazır | . |  Yol | a |  çıkıyor | sun,14958 | 47136 | 1114 | 14 | 4161 | 65 | 4654 | 833,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2p,possessive_person,Possessive person,possessive_suffix,possessive_person,2p,3s,False,,Çantanız hazır. Yola ,Çantanız hazır. Yola çıkıyorsunuz.,çıkıyorsunuz,çıkıyor,Çantanız hazır. Yola çıkıyor,A_merged,1,çıkıyor,4654,6,6,6,5,Çan | tanız |  hazır | . |  Yol | a |  çıkıyor,14958 | 47136 | 1114 | 14 | 4161 | 65 | 4654,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2p,possessive_person,Possessive person,possessive_suffix,possessive_person,2p,1p,False,,Çantanız hazır. Yola ,Çantanız hazır. Yola çıkıyorsunuz.,çıkıyorsunuz,çıkıyoruz,Çantanız hazır. Yola çıkıyoruz,A_merged,1,çıkıyoruz,31917,6,6,6,5,Çan | tanız |  hazır | . |  Yol | a |  çıkıyoruz,14958 | 47136 | 1114 | 14 | 4161 | 65 | 31917,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2p,possessive_person,Possessive person,possessive_suffix,possessive_person,2p,2p,True,,Çantanız hazır. Yola ,Çantanız hazır. Yola çıkıyorsunuz.,çıkıyorsunuz,çıkıyorsunuz,Çantanız hazır. Yola çıkıyorsunuz,B_suffix_split,2,çıkıyor | sunuz,4654 | 1711,6,7,6 | 7,5 | 6,Çan | tanız |  hazır | . |  Yol | a |  çıkıyor | sunuz,14958 | 47136 | 1114 | 14 | 4161 | 65 | 4654 | 1711,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_2p,possessive_person,Possessive person,possessive_suffix,possessive_person,2p,3p,False,,Çantanız hazır. Yola ,Çantanız hazır. Yola çıkıyorsunuz.,çıkıyorsunuz,çıkıyorlar,Çantanız hazır. Yola çıkıyorlar,C_multi_split,2,çık | ıyorlar,573 | 2876,6,7,6 | 7,5 | 6,Çan | tanız |  hazır | . |  Yol | a |  çık | ıyorlar,14958 | 47136 | 1114 | 14 | 4161 | 65 | 573 | 2876,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,1s,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyorum,Çantaları hazır. Yola çıkıyorum,C_multi_split,2,çık | ıyorum,573 | 1605,7,8,7 | 8,6 | 7,Ç | ant | aları |  hazır | . |  Yol | a |  çık | ıyorum,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 573 | 1605,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,2s,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyorsun,Çantaları hazır. Yola çıkıyorsun,B_suffix_split,2,çıkıyor | sun,4654 | 833,7,8,7 | 8,6 | 7,Ç | ant | aları |  hazır | . |  Yol | a |  çıkıyor | sun,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 4654 | 833,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,3s,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyor,Çantaları hazır. Yola çıkıyor,A_merged,1,çıkıyor,4654,7,7,7,6,Ç | ant | aları |  hazır | . |  Yol | a |  çıkıyor,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 4654,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,1p,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyoruz,Çantaları hazır. Yola çıkıyoruz,A_merged,1,çıkıyoruz,31917,7,7,7,6,Ç | ant | aları |  hazır | . |  Yol | a |  çıkıyoruz,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 31917,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,2p,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyorsunuz,Çantaları hazır. Yola çıkıyorsunuz,B_suffix_split,2,çıkıyor | sunuz,4654 | 1711,7,8,7 | 8,6 | 7,Ç | ant | aları |  hazır | . |  Yol | a |  çıkıyor | sunuz,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 4654 | 1711,Possessive phrase supplies discourse-person evidence.
phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,3p,True,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyorlar,Çantaları hazır. Yola çıkıyorlar,C_multi_split,2,çık | ıyorlar,573 | 2876,7,8,7 | 8,6 | 7,Ç | ant | aları |  hazır | . |  Yol | a |  çık | ıyorlar,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 573 | 2876,Possessive phrase supplies discourse-person evidence.
