model_label,model_name,model_n_layers,model_d_model,model_n_heads,model_n_params,pair_id,condition,condition_label,cue_type,variant,actual_person,candidate_person,is_correct,subject,prefix_text,full_text,target_form,candidate_form,candidate_text,candidate_type,candidate_n_tokens,candidate_tokens,candidate_token_ids,verb_start,verb_end,candidate_token_positions,candidate_read_positions,sentence_tokens,sentence_token_ids,notes
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,3s,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyor,Çantaları hazır. Yola çıkıyor,A_merged,1,çıkıyor,4654,7,7,7,6,Ç | ant | aları |  hazır | . |  Yol | a |  çıkıyor,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 4654,Possessive phrase supplies discourse-person evidence.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,1p,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyoruz,Çantaları hazır. Yola çıkıyoruz,A_merged,1,çıkıyoruz,31917,7,7,7,6,Ç | ant | aları |  hazır | . |  Yol | a |  çıkıyoruz,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 31917,Possessive phrase supplies discourse-person evidence.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,2p,False,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyorsunuz,Çantaları hazır. Yola çıkıyorsunuz,B_suffix_split,2,çıkıyor | sunuz,4654 | 1711,7,8,7 | 8,6 | 7,Ç | ant | aları |  hazır | . |  Yol | a |  çıkıyor | sunuz,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 4654 | 1711,Possessive phrase supplies discourse-person evidence.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_possessive_person_3p,possessive_person,Possessive person,possessive_suffix,possessive_person,3p,3p,True,,Çantaları hazır. Yola ,Çantaları hazır. Yola çıkıyorlar.,çıkıyorlar,çıkıyorlar,Çantaları hazır. Yola çıkıyorlar,C_multi_split,2,çık | ıyorlar,573 | 2876,7,8,7 | 8,6 | 7,Ç | ant | aları |  hazır | . |  Yol | a |  çık | ıyorlar,875 | 1347 | 924 | 1114 | 14 | 4161 | 65 | 573 | 2876,Possessive phrase supplies discourse-person evidence.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,1s,True,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorum,Çok acıktım. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,1p,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyoruz,Çok acıktım. Bu yüzden kahvaltı yapıyoruz,A_merged,1,yapıyoruz,6983,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyoruz,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 6983,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2p,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsunuz,Çok acıktım. Bu yüzden kahvaltı yapıyorsunuz,A_merged,1,yapıyorsunuz,20675,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsunuz,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 20675,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3p,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorlar,Çok acıktım. Bu yüzden kahvaltı yapıyorlar,A_merged,1,yapıyorlar,13167,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorlar,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 13167,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2s,1s,False,,Çok acıktın. Bu yüzden kahvaltı ,Çok acıktın. Bu yüzden kahvaltı yapıyorsun.,yapıyorsun,yapıyorum,Çok acıktın. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tın | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 2951 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2s,2s,True,,Çok acıktın. Bu yüzden kahvaltı ,Çok acıktın. Bu yüzden kahvaltı yapıyorsun.,yapıyorsun,yapıyorsun,Çok acıktın. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tın | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 2951 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2s,3s,False,,Çok acıktın. Bu yüzden kahvaltı ,Çok acıktın. Bu yüzden kahvaltı yapıyorsun.,yapıyorsun,yapıyor,Çok acıktın. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tın | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 2951 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2s,1p,False,,Çok acıktın. Bu yüzden kahvaltı ,Çok acıktın. Bu yüzden kahvaltı yapıyorsun.,yapıyorsun,yapıyoruz,Çok acıktın. Bu yüzden kahvaltı yapıyoruz,A_merged,1,yapıyoruz,6983,7,7,7,6,Çok |  acık | tın | . |  Bu |  yüzden |  kahvaltı |  yapıyoruz,4886 | 28047 | 2951 | 14 | 517 | 2685 | 9444 | 6983,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2s,2p,False,,Çok acıktın. Bu yüzden kahvaltı ,Çok acıktın. Bu yüzden kahvaltı yapıyorsun.,yapıyorsun,yapıyorsunuz,Çok acıktın. Bu yüzden kahvaltı yapıyorsunuz,A_merged,1,yapıyorsunuz,20675,7,7,7,6,Çok |  acık | tın | . |  Bu |  yüzden |  kahvaltı |  yapıyorsunuz,4886 | 28047 | 2951 | 14 | 517 | 2685 | 9444 | 20675,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2s,3p,False,,Çok acıktın. Bu yüzden kahvaltı ,Çok acıktın. Bu yüzden kahvaltı yapıyorsun.,yapıyorsun,yapıyorlar,Çok acıktın. Bu yüzden kahvaltı yapıyorlar,A_merged,1,yapıyorlar,13167,7,7,7,6,Çok |  acık | tın | . |  Bu |  yüzden |  kahvaltı |  yapıyorlar,4886 | 28047 | 2951 | 14 | 517 | 2685 | 9444 | 13167,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3s,1s,False,,Çok acıktı. Bu yüzden kahvaltı ,Çok acıktı. Bu yüzden kahvaltı yapıyor.,yapıyor,yapıyorum,Çok acıktı. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tı | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 519 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3s,2s,False,,Çok acıktı. Bu yüzden kahvaltı ,Çok acıktı. Bu yüzden kahvaltı yapıyor.,yapıyor,yapıyorsun,Çok acıktı. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tı | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 519 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3s,3s,True,,Çok acıktı. Bu yüzden kahvaltı ,Çok acıktı. Bu yüzden kahvaltı yapıyor.,yapıyor,yapıyor,Çok acıktı. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tı | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 519 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3s,1p,False,,Çok acıktı. Bu yüzden kahvaltı ,Çok acıktı. Bu yüzden kahvaltı yapıyor.,yapıyor,yapıyoruz,Çok acıktı. Bu yüzden kahvaltı yapıyoruz,A_merged,1,yapıyoruz,6983,7,7,7,6,Çok |  acık | tı | . |  Bu |  yüzden |  kahvaltı |  yapıyoruz,4886 | 28047 | 519 | 14 | 517 | 2685 | 9444 | 6983,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3s,2p,False,,Çok acıktı. Bu yüzden kahvaltı ,Çok acıktı. Bu yüzden kahvaltı yapıyor.,yapıyor,yapıyorsunuz,Çok acıktı. Bu yüzden kahvaltı yapıyorsunuz,A_merged,1,yapıyorsunuz,20675,7,7,7,6,Çok |  acık | tı | . |  Bu |  yüzden |  kahvaltı |  yapıyorsunuz,4886 | 28047 | 519 | 14 | 517 | 2685 | 9444 | 20675,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3s,3p,False,,Çok acıktı. Bu yüzden kahvaltı ,Çok acıktı. Bu yüzden kahvaltı yapıyor.,yapıyor,yapıyorlar,Çok acıktı. Bu yüzden kahvaltı yapıyorlar,A_merged,1,yapıyorlar,13167,7,7,7,6,Çok |  acık | tı | . |  Bu |  yüzden |  kahvaltı |  yapıyorlar,4886 | 28047 | 519 | 14 | 517 | 2685 | 9444 | 13167,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1p,1s,False,,Çok acıktık. Bu yüzden kahvaltı ,Çok acıktık. Bu yüzden kahvaltı yapıyoruz.,yapıyoruz,yapıyorum,Çok acıktık. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tık | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 868 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1p,2s,False,,Çok acıktık. Bu yüzden kahvaltı ,Çok acıktık. Bu yüzden kahvaltı yapıyoruz.,yapıyoruz,yapıyorsun,Çok acıktık. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tık | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 868 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1p,3s,False,,Çok acıktık. Bu yüzden kahvaltı ,Çok acıktık. Bu yüzden kahvaltı yapıyoruz.,yapıyoruz,yapıyor,Çok acıktık. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tık | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 868 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1p,1p,True,,Çok acıktık. Bu yüzden kahvaltı ,Çok acıktık. Bu yüzden kahvaltı yapıyoruz.,yapıyoruz,yapıyoruz,Çok acıktık. Bu yüzden kahvaltı yapıyoruz,A_merged,1,yapıyoruz,6983,7,7,7,6,Çok |  acık | tık | . |  Bu |  yüzden |  kahvaltı |  yapıyoruz,4886 | 28047 | 868 | 14 | 517 | 2685 | 9444 | 6983,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1p,2p,False,,Çok acıktık. Bu yüzden kahvaltı ,Çok acıktık. Bu yüzden kahvaltı yapıyoruz.,yapıyoruz,yapıyorsunuz,Çok acıktık. Bu yüzden kahvaltı yapıyorsunuz,A_merged,1,yapıyorsunuz,20675,7,7,7,6,Çok |  acık | tık | . |  Bu |  yüzden |  kahvaltı |  yapıyorsunuz,4886 | 28047 | 868 | 14 | 517 | 2685 | 9444 | 20675,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_1p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1p,3p,False,,Çok acıktık. Bu yüzden kahvaltı ,Çok acıktık. Bu yüzden kahvaltı yapıyoruz.,yapıyoruz,yapıyorlar,Çok acıktık. Bu yüzden kahvaltı yapıyorlar,A_merged,1,yapıyorlar,13167,7,7,7,6,Çok |  acık | tık | . |  Bu |  yüzden |  kahvaltı |  yapıyorlar,4886 | 28047 | 868 | 14 | 517 | 2685 | 9444 | 13167,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2p,1s,False,,Çok acıktınız. Bu yüzden kahvaltı ,Çok acıktınız. Bu yüzden kahvaltı yapıyorsunuz.,yapıyorsunuz,yapıyorum,Çok acıktınız. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tınız | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 11763 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2p,2s,False,,Çok acıktınız. Bu yüzden kahvaltı ,Çok acıktınız. Bu yüzden kahvaltı yapıyorsunuz.,yapıyorsunuz,yapıyorsun,Çok acıktınız. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tınız | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 11763 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2p,3s,False,,Çok acıktınız. Bu yüzden kahvaltı ,Çok acıktınız. Bu yüzden kahvaltı yapıyorsunuz.,yapıyorsunuz,yapıyor,Çok acıktınız. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tınız | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 11763 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2p,1p,False,,Çok acıktınız. Bu yüzden kahvaltı ,Çok acıktınız. Bu yüzden kahvaltı yapıyorsunuz.,yapıyorsunuz,yapıyoruz,Çok acıktınız. Bu yüzden kahvaltı yapıyoruz,A_merged,1,yapıyoruz,6983,7,7,7,6,Çok |  acık | tınız | . |  Bu |  yüzden |  kahvaltı |  yapıyoruz,4886 | 28047 | 11763 | 14 | 517 | 2685 | 9444 | 6983,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2p,2p,True,,Çok acıktınız. Bu yüzden kahvaltı ,Çok acıktınız. Bu yüzden kahvaltı yapıyorsunuz.,yapıyorsunuz,yapıyorsunuz,Çok acıktınız. Bu yüzden kahvaltı yapıyorsunuz,A_merged,1,yapıyorsunuz,20675,7,7,7,6,Çok |  acık | tınız | . |  Bu |  yüzden |  kahvaltı |  yapıyorsunuz,4886 | 28047 | 11763 | 14 | 517 | 2685 | 9444 | 20675,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_2p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,2p,3p,False,,Çok acıktınız. Bu yüzden kahvaltı ,Çok acıktınız. Bu yüzden kahvaltı yapıyorsunuz.,yapıyorsunuz,yapıyorlar,Çok acıktınız. Bu yüzden kahvaltı yapıyorlar,A_merged,1,yapıyorlar,13167,7,7,7,6,Çok |  acık | tınız | . |  Bu |  yüzden |  kahvaltı |  yapıyorlar,4886 | 28047 | 11763 | 14 | 517 | 2685 | 9444 | 13167,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3p,1s,False,,Çok acıktılar. Bu yüzden kahvaltı ,Çok acıktılar. Bu yüzden kahvaltı yapıyorlar.,yapıyorlar,yapıyorum,Çok acıktılar. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tılar | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 5572 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3p,2s,False,,Çok acıktılar. Bu yüzden kahvaltı ,Çok acıktılar. Bu yüzden kahvaltı yapıyorlar.,yapıyorlar,yapıyorsun,Çok acıktılar. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tılar | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 5572 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3p,3s,False,,Çok acıktılar. Bu yüzden kahvaltı ,Çok acıktılar. Bu yüzden kahvaltı yapıyorlar.,yapıyorlar,yapıyor,Çok acıktılar. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tılar | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 5572 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3p,1p,False,,Çok acıktılar. Bu yüzden kahvaltı ,Çok acıktılar. Bu yüzden kahvaltı yapıyorlar.,yapıyorlar,yapıyoruz,Çok acıktılar. Bu yüzden kahvaltı yapıyoruz,A_merged,1,yapıyoruz,6983,7,7,7,6,Çok |  acık | tılar | . |  Bu |  yüzden |  kahvaltı |  yapıyoruz,4886 | 28047 | 5572 | 14 | 517 | 2685 | 9444 | 6983,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3p,2p,False,,Çok acıktılar. Bu yüzden kahvaltı ,Çok acıktılar. Bu yüzden kahvaltı yapıyorlar.,yapıyorlar,yapıyorsunuz,Çok acıktılar. Bu yüzden kahvaltı yapıyorsunuz,A_merged,1,yapıyorsunuz,20675,7,7,7,6,Çok |  acık | tılar | . |  Bu |  yüzden |  kahvaltı |  yapıyorsunuz,4886 | 28047 | 5572 | 14 | 517 | 2685 | 9444 | 20675,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_token_matched_yapmak_3p,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,3p,3p,True,,Çok acıktılar. Bu yüzden kahvaltı ,Çok acıktılar. Bu yüzden kahvaltı yapıyorlar.,yapıyorlar,yapıyorlar,Çok acıktılar. Bu yüzden kahvaltı yapıyorlar,A_merged,1,yapıyorlar,13167,7,7,7,6,Çok |  acık | tılar | . |  Bu |  yüzden |  kahvaltı |  yapıyorlar,4886 | 28047 | 5572 | 14 | 517 | 2685 | 9444 | 13167,All six target forms are expected to be single-token forms.
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_1s,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control,control_mixed_token_dinlenmek,1s,1s,True,,Çok yoruldum. Bu yüzden ,Çok yoruldum. Bu yüzden dinleniyorum.,dinleniyorum,dinleniyorum,Çok yoruldum. Bu yüzden dinleniyorum,C_multi_split,2,dinlen | iyorum,10316 | 1066,6,7,6 | 7,5 | 6,Çok |  yorul | dum | . |  Bu |  yüzden |  dinlen | iyorum,4886 | 15625 | 1916 | 14 | 517 | 2685 | 10316 | 1066,"Same causal discourse pattern, but mixed tokenization across candidate forms."
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_control_mixed_token_dinlenmek_1s,control_mixed_token_dinlenmek,Control: mixed-token dinlenmek,finite_predicate_control,control_mixed_token_dinlenmek,1s,2s,False,,Çok yoruldum. Bu yüzden ,Çok yoruldum. Bu yüzden dinleniyorum.,dinleniyorum,dinleniyorsun,Çok yoruldum. Bu yüzden dinleniyorsun,B_suffix_split,3,din | leniyor | sun,1527 | 6567 | 833,6,8,6 | 7 | 8,5 | 6 | 7,Çok |  yorul | dum | . |  Bu |  yüzden |  din | leniyor | sun,4886 | 15625 | 1916 | 14 | 517 | 2685 | 1527 | 6567 | 833,"Same causal discourse pattern, but mixed tokenization across candidate forms."
